1563435344043416832,0.01330,0.03940,0.06121,0.75194,0.65671,0.01226,0.05632,0.09543,0.15300,0.27230,
1563435344144361984,0.02295,0.05450,0.08409,0.74480,0.66258,0.03159,0.07250,0.08836,0.16169,0.18811,
1563435344243424768,0.03104,0.06562,0.09962,0.74419,0.66128,0.04677,0.08190,0.05003,0.14855,0.10776,
1563435344343453184,0.03406,0.07789,0.10525,0.74566,0.65684,0.05188,0.09930,0.01476,0.13093,0.02594,
1563435344443429120,0.03663,0.08786,0.10957,0.75152,0.64711,0.07919,0.10098,-0.02580,0.05050,-0.00820,
1563435344543362816,0.03559,0.10580,0.12551,0.76274,0.63298,0.08663,0.10032,-0.05745,0.02508,0.00782,
1563435344643395072,0.02760,0.12001,0.14269,0.76791,0.62668,0.07613,0.10855,-0.08726,0.00936,0.02689,
1563435344743791360,0.02004,0.12547,0.14821,0.76485,0.63100,0.07142,0.10839,-0.08910,-0.02135,0.00176,
1563435344843404800,0.01361,0.12865,0.15275,0.76771,0.62901,0.06903,0.10100,-0.06752,-0.05178,-0.00893,
1563435344943604992,0.00842,0.12940,0.15283,0.76741,0.63047,0.06543,0.09650,-0.03368,-0.07245,-0.02910,
1563435345043675648,0.00665,0.13036,0.15280,0.76770,0.63126,0.06199,0.09113,0.00571,-0.06441,-0.01190,
1563435345143800320,0.00514,0.13335,0.15454,0.76872,0.62986,0.05908,0.09414,0.01800,-0.04621,0.00501,
1563435345243411968,0.00139,0.13163,0.15592,0.76753,0.63092,0.05845,0.09706,-0.01697,-0.06451,0.01739,
1563435345343473408,-0.00456,0.12759,0.15794,0.77180,0.62790,0.05148,0.08617,-0.04912,-0.07706,0.01105,
1563435345443375872,-0.01086,0.12235,0.15922,0.77473,0.62625,0.04482,0.07471,-0.04248,-0.08905,-0.00654,
1563435345543396352,-0.01561,0.11742,0.15823,0.77527,0.62714,0.03847,0.06456,-0.01923,-0.07758,-0.01122,
1563435345643490560,-0.01650,0.11432,0.15707,0.77595,0.62711,0.02872,0.06179,0.00983,-0.05328,0.00443,
1563435345743399936,-0.01584,0.11502,0.15506,0.77816,0.62439,0.02411,0.06342,0.02336,-0.02368,-0.00383,
1563435345843577856,-0.01583,0.11781,0.15326,0.77768,0.62489,0.02336,0.06468,0.00409,0.00036,-0.02216,
1563435345943684352,-0.01835,0.11714,0.15252,0.77597,0.62716,0.01565,0.06552,-0.01737,-0.01684,-0.01282,
1563435346043460864,-0.02112,0.11606,0.15058,0.77512,0.62869,0.01378,0.06120,-0.02393,-0.01931,-0.02770,
1563435346143399680,-0.02488,0.11902,0.15158,0.77624,0.62772,0.01524,0.05645,-0.01099,-0.01062,0.01331,
1563435346243438592,-0.02588,0.11892,0.15425,0.77859,0.62481,0.01062,0.05741,-0.00549,-0.00302,0.02582,
1563435346343449344,-0.02694,0.12158,0.15886,0.78050,0.62234,0.01097,0.05825,0.00489,0.00275,0.03263,
1563435346443510272,-0.02679,0.12187,0.16085,0.78155,0.62095,0.00909,0.05933,0.00806,-0.00259,0.00690,
1563435346544162304,-0.02674,0.12288,0.16050,0.78181,0.62041,0.00945,0.06144,0.00209,-0.00269,-0.01877,
1563435346643595776,-0.02790,0.12051,0.15855,0.78012,0.62308,0.00784,0.05597,-0.01678,-0.03987,-0.02215,
1563435346743665152,-0.03136,0.10541,0.15914,0.78450,0.61924,-0.01251,0.03081,-0.07956,-0.14745,0.03345,
1563435346843469568,-0.04455,0.08970,0.16775,0.79039,0.61030,-0.05304,-0.00131,-0.16135,-0.16081,0.07949,
1563435346943458048,-0.06445,0.07364,0.17448,0.79189,0.60115,-0.09895,-0.04174,-0.20728,-0.15185,0.05453,
1563435347043401728,-0.08551,0.06101,0.17843,0.79074,0.59153,-0.13831,-0.07548,-0.17923,-0.12850,0.05069,
1563435347143809024,-0.10106,0.05483,0.18331,0.79172,0.58240,-0.15711,-0.09651,-0.10130,-0.07953,0.03826,
1563435347243495168,-0.10871,0.04833,0.18642,0.79220,0.57792,-0.16424,-0.10703,-0.04829,-0.06273,0.02757,
1563435347343643904,-0.11216,0.04448,0.18850,0.79397,0.57401,-0.16649,-0.11141,-0.01680,-0.03284,0.00040,
1563435347443572224,-0.11426,0.04169,0.18941,0.79346,0.57401,-0.16733,-0.11371,0.00365,-0.01444,-0.01505,
1563435347543781632,-0.11523,0.04229,0.18796,0.79184,0.57664,-0.16471,-0.11552,0.01505,-0.00248,-0.02247,
1563435347643328512,-0.11596,0.04062,0.18799,0.79164,0.57675,-0.16488,-0.11612,0.01741,0.00206,-0.00303,
1563435347743573504,-0.11577,0.04169,0.18884,0.79259,0.57572,-0.16471,-0.11500,0.01644,0.00826,0.01126,
1563435347843439104,-0.11554,0.04330,0.18981,0.79321,0.57528,-0.16433,-0.11344,0.01654,0.00959,0.00119,
1563435347943390208,-0.11543,0.04400,0.18956,0.79346,0.57536,-0.16305,-0.11310,0.01401,0.00412,-0.01306,
1563435348043422976,-0.11579,0.04323,0.18842,0.79273,0.57624,-0.16273,-0.11421,0.00690,-0.00857,-0.00887,
1563435348143728640,-0.11620,0.04298,0.18834,0.79330,0.57584,-0.16134,-0.11419,0.01130,0.00090,0.00019,
1563435348244607744,-0.11550,0.04359,0.18875,0.79371,0.57586,-0.15958,-0.11382,0.02105,0.00931,-0.00250,
1563435348343867648,-0.11435,0.04459,0.18869,0.79344,0.57706,-0.15713,-0.11299,0.01865,0.00934,-0.00413,
1563435348443367424,-0.11347,0.04582,0.18781,0.79239,0.57943,-0.15470,-0.11157,0.01964,0.01391,-0.00622,
1563435348543530752,-0.11185,0.04659,0.18717,0.79311,0.57888,-0.15363,-0.11076,0.01779,0.01387,0.00121,
1563435348643320576,-0.10971,0.04911,0.18790,0.79469,0.57866,-0.15012,-0.10529,0.04746,0.03389,0.01355,
1563435348743392768,-0.09865,0.06374,0.18626,0.79711,0.58592,-0.12274,-0.07901,0.17322,0.17522,-0.02488,
1563435348843367168,-0.07273,0.09545,0.17731,0.79433,0.60598,-0.03596,-0.02314,0.25962,0.37953,-0.09231,
1563435348943570688,-0.04832,0.13564,0.16700,0.78723,0.61314,0.05238,0.03990,0.20092,0.43595,-0.09984,
1563435349043593216,-0.03243,0.17120,0.16138,0.78153,0.60916,0.10420,0.08530,0.14756,0.33390,-0.03161,
1563435349143785728,-0.02051,0.19195,0.16325,0.77983,0.60479,0.11676,0.11168,0.11482,0.17017,0.02527,
1563435349243597568,-0.01134,0.19608,0.16782,0.78102,0.60108,0.11925,0.12040,0.08484,0.04283,0.01812,
1563435349343689216,-0.01121,0.19058,0.17000,0.78203,0.59994,0.11684,0.12183,0.03397,-0.03375,0.01926,
1563435349443720704,-0.01339,0.18464,0.16950,0.78458,0.59765,0.11454,0.11888,-0.00277,-0.05934,-0.00018,
1563435349543632640,-0.01421,0.18046,0.16878,0.78465,0.59866,0.11252,0.11524,-0.01349,-0.06703,0.00070,
1563435349643684864,-0.01560,0.17823,0.16873,0.78497,0.59951,0.10849,0.11242,-0.01890,-0.05165,0.00913,
1563435349743841536,-0.01842,0.17800,0.17014,0.78492,0.60034,0.10497,0.11166,-0.01595,-0.04154,0.01024,
1563435349844466688,-0.01945,0.17605,0.17069,0.78482,0.60156,0.10229,0.10824,-0.01359,-0.04862,0.00193,
1563435349943779584,-0.02118,0.17425,0.17069,0.78311,0.60484,0.09755,0.10677,-0.01596,-0.05351,0.00377,
1563435350043787520,-0.02261,0.17091,0.17194,0.78188,0.60763,0.09084,0.10582,-0.01229,-0.05692,0.00918,
1563435350143765760,-0.02508,0.16251,0.17169,0.78019,0.61367,0.07100,0.09834,-0.03913,-0.11913,-0.03925,
1563435350243845632,-0.03181,0.14752,0.16452,0.76718,0.63429,0.03098,0.09028,-0.10060,-0.16444,-0.17646,
1563435350344158976,-0.04436,0.13062,0.13502,0.74430,0.66540,0.00354,0.05702,-0.12587,-0.19765,-0.30122,
1563435350443765760,-0.05805,0.11453,0.10308,0.72328,0.69011,-0.01553,0.01937,-0.12083,-0.18375,-0.24704,
1563435350543725568,-0.06762,0.10063,0.08447,0.71419,0.69964,-0.02008,-0.00569,-0.05941,-0.16621,-0.11462,
1563435350643771648,-0.06974,0.08801,0.08012,0.71738,0.69607,-0.02404,-0.01644,-0.01798,-0.13129,0.01620,
1563435350743640576,-0.06813,0.08390,0.08569,0.72576,0.68723,-0.02735,-0.01556,0.01007,-0.07170,0.05865,
1563435350843873792,-0.06543,0.08221,0.08644,0.72962,0.68311,-0.02930,-0.01300,0.01300,-0.03743,0.03056,
1563435350943665408,-0.06569,0.08060,0.08501,0.72869,0.68407,-0.02975,-0.01307,0.00876,-0.02351,-0.00593,
1563435351043611392,-0.06589,0.08044,0.08211,0.72812,0.68480,-0.02644,-0.01412,0.00387,-0.02350,-0.01023,
