1563436181756363264,-0.07445,0.11077,0.54158,0.74044,0.67085,-0.00700,0.04086,
1563436181856337664,-0.07121,0.11269,0.56572,0.74169,0.66870,-0.01505,0.05001,
1563436182056292864,-0.07210,0.11524,0.58672,0.73329,0.67759,-0.02277,0.05145,
1563436182454471680,-0.06537,0.11210,0.60966,0.73042,0.68182,-0.01561,0.03706,
1563436182854473472,-0.04517,0.10458,0.62854,0.72737,0.68583,0.00264,0.02357,
1563436182954473472,-0.03438,0.10403,0.63600,0.72625,0.68684,0.01739,0.02255,
1563436183054473472,-0.02938,0.10768,0.64326,0.72772,0.68496,0.02144,0.02818,
1563436183454473472,-0.02289,0.08692,0.66168,0.73359,0.67873,0.02905,0.01774,
1563436183754473472,-0.02317,0.08516,0.68324,0.74400,0.66741,0.02827,0.01479,
1563436183854473472,-0.00851,0.08834,0.69023,0.74791,0.66184,0.04484,0.02400,
1563436183954473472,-0.01266,0.09761,0.69021,0.75288,0.65366,0.07461,0.01838,
1563436184054473472,-0.00868,0.09931,0.69570,0.75989,0.63941,0.11401,0.02688,
1563436184154473472,-0.00548,0.12664,0.69237,0.76362,0.62395,0.15206,0.06671,
1563436184254492928,-0.00802,0.14971,0.68989,0.75808,0.61432,0.18813,0.11198,
1563436184354532096,-0.00966,0.17216,0.68755,0.74501,0.60601,0.22769,0.16083,
1563436184454571520,-0.01063,0.19180,0.68675,0.72922,0.59654,0.26393,0.20669,
1563436184554618368,-0.01144,0.21101,0.68769,0.71110,0.58713,0.29253,0.25305,
1563436184654669056,-0.01564,0.22671,0.68840,0.68977,0.57184,0.32120,0.30665,
1563436184754743296,-0.02129,0.23587,0.69513,0.66021,0.56648,0.34042,0.35684,
1563436184854886656,-0.02676,0.23897,0.70497,0.63951,0.55798,0.35315,0.39367,
1563436184959457792,-0.03178,0.23509,0.71441,0.62821,0.54938,0.36051,0.41662,
1563436185159798528,-0.02589,0.19453,0.71556,0.63936,0.56160,0.34964,0.39188,
1563436185259911936,-0.01168,0.16084,0.70350,0.65663,0.57977,0.33290,0.34913,
1563436185359976192,0.00583,0.13704,0.69725,0.67444,0.59604,0.30548,0.31072,
1563436185459949056,0.01964,0.10820,0.69844,0.69824,0.61256,0.24985,0.27352,
1563436185559837440,0.03613,0.07626,0.70267,0.71817,0.62462,0.19017,0.24066,
1563436185659683072,0.05324,0.04087,0.70225,0.73729,0.63237,0.14934,0.18496,
1563436185759542016,0.06655,0.00369,0.69747,0.75087,0.64095,0.10879,0.11636,
1563436185859418368,0.07444,-0.03139,0.69351,0.75505,0.65045,0.05996,0.05682,
1563436185959307008,0.07735,-0.06296,0.69300,0.75287,0.65815,0.00200,0.00329,
1563436186159101440,0.07735,-0.12460,0.70050,0.74080,0.65346,-0.12308,-0.09522,
1563436186259033088,0.07292,-0.14950,0.70298,0.72780,0.64613,-0.17710,-0.14652,
1563436186358995968,0.06624,-0.17162,0.69985,0.71342,0.63689,-0.21336,-0.19969,
1563436186458978048,0.05201,-0.18401,0.69608,0.69471,0.63000,-0.24318,-0.24766,
1563436186558983680,0.04158,-0.19799,0.69569,0.68471,0.61682,-0.26536,-0.28334,
1563436186659037184,0.02084,-0.20127,0.69864,0.66966,0.61094,-0.28440,-0.31213,
1563436186759097344,-0.00749,-0.18914,0.70240,0.64969,0.59328,-0.32364,-0.34811,
1563436186859154432,-0.02315,-0.17885,0.70203,0.63729,0.57675,-0.33781,-0.38354,
1563436186959201536,-0.03998,-0.17358,0.69906,0.64084,0.57686,-0.31309,-0.39817,
1563436187059254016,-0.04073,-0.16348,0.69684,0.64644,0.57705,-0.29392,-0.40341,
1563436187159302912,-0.03463,-0.14441,0.69668,0.65838,0.58133,-0.27215,-0.39309,
1563436187259340544,-0.02150,-0.12294,0.70103,0.68361,0.59324,-0.22159,-0.36282,
1563436187359373312,-0.00403,-0.09688,0.70050,0.70508,0.60365,-0.16184,-0.33506,
1563436187457796864,0.00855,-0.06699,0.69532,0.71724,0.61346,-0.09326,-0.31706,
1563436187557785600,0.02501,-0.03120,0.68425,0.72003,0.62545,-0.02610,-0.29948,
1563436187657762048,0.04045,0.00950,0.66970,0.71776,0.63350,0.03167,-0.28721,
1563436187757746176,0.05673,0.04964,0.65539,0.71336,0.63478,0.07285,-0.28787,
1563436187857752064,0.07222,0.09102,0.63973,0.70667,0.63456,0.12373,-0.28748,
1563436187957749760,0.08243,0.12960,0.62325,0.69726,0.62863,0.17209,-0.29839,
1563436188057750016,0.09123,0.16565,0.60923,0.68591,0.61759,0.21645,-0.31821,
1563436188157806848,0.09421,0.19669,0.59659,0.67695,0.61145,0.25037,-0.32431,
1563436188257922560,0.09381,0.22379,0.58911,0.66688,0.60614,0.28410,-0.32734,
1563436188358068992,0.08729,0.24293,0.57839,0.65628,0.59315,0.31495,-0.34391,
1563436188458268928,0.07875,0.25994,0.57296,0.64899,0.57412,0.34534,-0.36047,
1563436188558562560,0.05913,0.26011,0.56252,0.63815,0.56114,0.37026,-0.37522,
1563436188658934272,0.01873,0.22467,0.54537,0.62812,0.55560,0.38635,-0.38407,
1563436188759347712,-0.00201,0.14085,0.52587,0.62136,0.55386,0.39224,-0.39152,
1563436188960130560,0.03324,0.09326,0.52022,0.64161,0.54651,0.38318,-0.37793,
1563436189060398592,0.04829,0.09187,0.51252,0.65608,0.54100,0.37380,-0.37036,
1563436189160535552,0.06156,0.09171,0.49808,0.65958,0.54361,0.37207,-0.36194,
1563436189260602112,0.07499,0.09352,0.48128,0.66521,0.54764,0.37220,-0.34504,
1563436189360649216,0.08677,0.09494,0.46381,0.67645,0.54193,0.36681,-0.33789,
1563436189460662784,0.09526,0.09469,0.44456,0.68045,0.53840,0.36343,-0.33916,
1563436189560657152,0.10168,0.09488,0.42488,0.67836,0.54252,0.36563,-0.33440,
1563436189660659200,0.10512,0.09076,0.40269,0.67350,0.54766,0.35775,-0.34420,
1563436189760659200,0.10776,0.08904,0.37777,0.67244,0.53660,0.36691,-0.35393,
1563436189860713472,0.11031,0.08792,0.35742,0.67254,0.52578,0.37475,-0.36168,
1563436189960113152,0.11758,0.08506,0.34040,0.68086,0.52162,0.37100,-0.35595,
1563436190060248576,0.12656,0.08176,0.32618,0.69533,0.51541,0.35769,-0.35061,
1563436190160342016,0.13544,0.08200,0.30972,0.69853,0.51742,0.35492,-0.34404,
1563436190260373248,0.14138,0.08405,0.28968,0.69085,0.51952,0.36913,-0.34144,
1563436190360424448,0.14648,0.08544,0.27111,0.68671,0.52265,0.37458,-0.33906,
1563436190460510464,0.15133,0.08542,0.25995,0.68814,0.52618,0.37160,-0.33394,
1563436190560584960,0.15438,0.08472,0.25577,0.69144,0.52937,0.36777,-0.32622,
1563436190760604416,0.14475,0.08481,0.28046,0.68847,0.53025,0.37681,-0.32073,
1563436190860610560,0.13378,0.08267,0.30610,0.69580,0.52414,0.37302,-0.31936,
1563436190960608512,0.11775,0.08174,0.33901,0.70074,0.52830,0.36244,-0.31384,
1563436191060608512,0.09629,0.08058,0.37685,0.69685,0.54249,0.35368,-0.30825,
1563436191160510464,0.07292,0.07748,0.41405,0.69586,0.55193,0.34449,-0.30409,
1563436191260345856,0.04825,0.07628,0.44974,0.69908,0.55551,0.33499,-0.30080,
1563436191360157952,0.02211,0.07261,0.48276,0.69880,0.56421,0.31758,-0.30410,
1563436191459949056,-0.00597,0.07045,0.51402,0.68940,0.57766,0.30873,-0.30940,
1563436191559733504,-0.03086,0.06974,0.54261,0.68055,0.59206,0.30264,-0.30778,
1563436191659551488,-0.04892,0.06950,0.57057,0.68395,0.60182,0.28625,-0.29678,
1563436191759374848,-0.06196,0.06921,0.59677,0.69201,0.60834,0.26531,-0.28400,
1563436191958946560,-0.07226,0.06651,0.63573,0.71702,0.60661,0.21984,-0.26379,
1563436192058715648,-0.06970,0.06515,0.64505,0.72616,0.60742,0.20573,-0.24780,
1563436192258284800,-0.04278,0.05224,0.66107,0.75534,0.59847,0.16343,-0.21116,
1563436192358077440,-0.02983,0.05488,0.67044,0.76591,0.60087,0.13368,-0.18565,
1563436192456659456,-0.01353,0.05381,0.68087,0.77702,0.60151,0.10039,-0.15603,
1563436192656291584,0.00382,0.05098,0.70482,0.78907,0.59305,0.02523,-0.15815,
1563436192756129024,0.00814,0.04974,0.71696,0.79951,0.58119,0.00920,-0.15139,
1563436192855991808,0.00733,0.04931,0.72819,0.81115,0.56656,-0.00848,-0.14480,
1563436193055778560,-0.00111,0.04767,0.75076,0.81982,0.55670,-0.06117,-0.11931,
1563436193155690496,-0.01765,0.04363,0.76574,0.82732,0.54303,-0.09399,-0.10876,
1563436193255616000,-0.01434,0.03994,0.77637,0.83194,0.53294,-0.10813,-0.11026,
1563436193455502592,-0.02643,0.04677,0.77298,0.83200,0.54182,-0.08452,-0.08408,
1563436193655422464,-0.02553,0.04793,0.75091,0.82178,0.55075,-0.08494,-0.11889,
1563436193855379456,-0.03025,0.03217,0.74110,0.81285,0.54951,-0.11630,-0.15422,
1563436193955365376,-0.03922,0.01978,0.73647,0.80162,0.54703,-0.14285,-0.19432,
1563436194155369472,-0.07646,-0.01104,0.73625,0.77178,0.53859,-0.20589,-0.26812,
1563436194355439872,-0.13428,-0.03969,0.74770,0.73790,0.51287,-0.27470,-0.34206,
1563436194455502592,-0.16631,-0.05038,0.75503,0.72636,0.49792,-0.30165,-0.36537,
